event,horizon,target_ts,reason,bar_ts,age_seconds,p,bid,ask,spread,trade_p,contracts_last_hour,active_minutes_last_hour
KXNBAGAME-26MAR23TORUTA,24h,1774227600,included,1774227540.0,60.0,0.125,0.12,0.13,0.010000000000000009,,271.0,7.0
KXNBAGAME-26MAR23TORUTA,6h,1774292400,included,1774292400.0,0.0,0.175,0.17,0.18,0.009999999999999981,0.18,2067.0,26.0
KXNBAGAME-26MAR23TORUTA,1h,1774310400,included,1774310400.0,0.0,0.185,0.18,0.19,0.010000000000000009,0.19,11171.0,50.0
KXNBAGAME-26MAR23TORUTA,5m,1774313700,included,1774313700.0,0.0,0.185,0.18,0.19,0.010000000000000009,0.19,31149.0,57.0
KXNBAGAME-26MAR23GSWDAL,24h,1774229400,bar_too_old,,240.0,,,,,,,
KXNBAGAME-26MAR23GSWDAL,6h,1774294200,included,1774294200.0,0.0,0.46499999999999997,0.46,0.47,0.009999999999999953,0.47,9346.0,46.0
KXNBAGAME-26MAR23GSWDAL,1h,1774312200,included,1774312200.0,0.0,0.46499999999999997,0.46,0.47,0.009999999999999953,0.47,46200.0,59.0
KXNBAGAME-26MAR23GSWDAL,5m,1774315500,included,1774315500.0,0.0,0.435,0.43,0.44,0.010000000000000009,0.43,98939.0,60.0
KXNBAGAME-26MAR23BKNPOR,24h,1774231200,bar_too_old,,240.0,,,,,,,
KXNBAGAME-26MAR23BKNPOR,6h,1774296000,included,1774295940.0,60.0,0.905,0.9,0.91,0.010000000000000009,,1408.0,18.0
KXNBAGAME-26MAR23BKNPOR,1h,1774314000,included,1774313940.0,60.0,0.905,0.9,0.91,0.010000000000000009,0.91,16255.0,30.0
KXNBAGAME-26MAR23BKNPOR,5m,1774317300,included,1774317300.0,0.0,0.905,0.9,0.91,0.010000000000000009,0.91,103822.0,46.0
KXNBAGAME-26MAR23MILLAC,24h,1774233000,included,1774233000.0,0.0,0.865,0.86,0.87,0.010000000000000009,,552.0,6.0
KXNBAGAME-26MAR23MILLAC,6h,1774297800,included,1774297800.0,0.0,0.865,0.86,0.87,0.010000000000000009,0.86,626.0,22.0
KXNBAGAME-26MAR23MILLAC,1h,1774315800,included,1774315800.0,0.0,0.875,0.87,0.88,0.010000000000000009,0.88,8991.0,41.0
KXNBAGAME-26MAR23MILLAC,5m,1774319100,included,1774319100.0,0.0,0.875,0.87,0.88,0.010000000000000009,0.88,47628.0,56.0
KXNBAGAME-26MAR24SACCHA,24h,1774306800,included,1774306680.0,120.0,0.895,0.89,0.9,0.010000000000000009,,981.0,11.0
KXNBAGAME-26MAR24SACCHA,6h,1774371600,included,1774371600.0,0.0,0.925,0.92,0.93,0.010000000000000009,0.93,12139.0,33.0
KXNBAGAME-26MAR24SACCHA,1h,1774389600,included,1774389600.0,0.0,0.925,0.92,0.93,0.010000000000000009,0.93,31533.0,51.0
KXNBAGAME-26MAR24SACCHA,5m,1774392900,included,1774392900.0,0.0,0.935,0.93,0.94,0.009999999999999898,0.93,181816.0,55.0
KXNBAGAME-26MAR24NOPNYK,24h,1774308600,included,1774308540.0,60.0,0.775,0.77,0.78,0.010000000000000009,,356.0,16.0
KXNBAGAME-26MAR24NOPNYK,6h,1774373400,included,1774373400.0,0.0,0.755,0.75,0.76,0.010000000000000009,0.75,19665.0,55.0
KXNBAGAME-26MAR24NOPNYK,1h,1774391400,included,1774391400.0,0.0,0.765,0.76,0.77,0.010000000000000009,0.77,100248.0,60.0
KXNBAGAME-26MAR24NOPNYK,5m,1774394700,included,1774394700.0,0.0,0.765,0.76,0.77,0.010000000000000009,0.77,270686.0,60.0
KXNBAGAME-26MAR24ORLCLE,24h,1774310400,included,1774310280.0,120.0,0.73,0.72,0.74,0.020000000000000018,0.74,33.0,2.0
KXNBAGAME-26MAR24ORLCLE,6h,1774375200,included,1774375200.0,0.0,0.805,0.8,0.81,0.010000000000000009,0.81,2940.0,33.0
KXNBAGAME-26MAR24ORLCLE,1h,1774393200,included,1774393200.0,0.0,0.805,0.8,0.81,0.010000000000000009,0.81,35726.0,55.0
KXNBAGAME-26MAR24ORLCLE,5m,1774396500,included,1774396500.0,0.0,0.805,0.8,0.81,0.010000000000000009,0.81,39518.0,60.0
KXNBAGAME-26MAR24DENPHX,24h,1774321200,included,1774321200.0,0.0,0.33999999999999997,0.33,0.35,0.019999999999999962,0.35,660.0,20.0
KXNBAGAME-26MAR24DENPHX,6h,1774386000,included,1774385880.0,120.0,0.315,0.31,0.32,0.010000000000000009,0.32,14822.0,55.0
KXNBAGAME-26MAR24DENPHX,1h,1774404000,included,1774404000.0,0.0,0.315,0.31,0.32,0.010000000000000009,0.32,65294.0,60.0
KXNBAGAME-26MAR24DENPHX,5m,1774407300,included,1774407300.0,0.0,0.325,0.32,0.33,0.010000000000000009,0.33,559861.0,60.0
KXNBAGAME-26MAR25ATLDET,24h,1774393200,included,1774393200.0,0.0,0.59,0.58,0.6,0.020000000000000018,0.58,6810.0,43.0
KXNBAGAME-26MAR25ATLDET,6h,1774458000,included,1774458000.0,0.0,0.585,0.58,0.59,0.010000000000000009,0.59,23459.0,59.0
KXNBAGAME-26MAR25ATLDET,1h,1774476000,included,1774476000.0,0.0,0.565,0.56,0.57,0.009999999999999898,0.57,96201.0,60.0
KXNBAGAME-26MAR25ATLDET,5m,1774479300,included,1774479300.0,0.0,0.565,0.56,0.57,0.009999999999999898,0.57,200253.0,60.0
KXNBAGAME-26MAR25CHIPHI,24h,1774393200,included,1774393200.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.71,149.0,8.0
KXNBAGAME-26MAR25CHIPHI,6h,1774458000,included,1774458000.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,15275.0,37.0
KXNBAGAME-26MAR25CHIPHI,1h,1774476000,included,1774476000.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,9786.0,49.0
KXNBAGAME-26MAR25CHIPHI,5m,1774479300,included,1774479300.0,0.0,0.705,0.7,0.71,0.010000000000000009,0.71,59531.0,54.0
KXNBAGAME-26MAR25LALIND,24h,1774393200,included,1774393200.0,0.0,0.14500000000000002,0.14,0.15,0.009999999999999981,,1576.0,16.0
KXNBAGAME-26MAR25LALIND,6h,1774458000,included,1774458000.0,0.0,0.165,0.16,0.17,0.010000000000000009,0.17,7744.0,40.0
KXNBAGAME-26MAR25LALIND,1h,1774476000,included,1774476000.0,0.0,0.215,0.21,0.22,0.010000000000000009,0.22,15368.0,48.0
KXNBAGAME-26MAR25LALIND,5m,1774479300,included,1774479300.0,0.0,0.215,0.21,0.22,0.010000000000000009,0.22,118750.0,60.0
KXNBAGAME-26MAR25MIACLE,24h,1774395000,bar_too_old,,360.0,,,,,,,
KXNBAGAME-26MAR25MIACLE,6h,1774459800,included,1774459800.0,0.0,0.575,0.57,0.58,0.010000000000000009,0.58,25998.0,52.0
KXNBAGAME-26MAR25MIACLE,1h,1774477800,included,1774477800.0,0.0,0.575,0.57,0.58,0.010000000000000009,0.58,39713.0,58.0
KXNBAGAME-26MAR25MIACLE,5m,1774481100,included,1774481100.0,0.0,0.565,0.56,0.57,0.009999999999999898,0.57,84630.0,60.0
KXNBAGAME-26MAR25OKCBOS,24h,1774395000,included,1774394940.0,60.0,0.405,0.4,0.41,0.009999999999999953,0.41,1788.0,35.0
KXNBAGAME-26MAR25OKCBOS,6h,1774459800,included,1774459800.0,0.0,0.445,0.44,0.45,0.010000000000000009,0.45,9444.0,43.0
KXNBAGAME-26MAR25OKCBOS,1h,1774477800,included,1774477800.0,0.0,0.435,0.43,0.44,0.010000000000000009,0.44,38635.0,60.0
KXNBAGAME-26MAR25OKCBOS,5m,1774481100,included,1774481100.0,0.0,0.445,0.44,0.45,0.010000000000000009,0.45,156603.0,60.0
KXNBAGAME-26MAR25SASMEM,24h,1774396800,included,1774396800.0,0.0,0.08,0.07,0.09,0.01999999999999999,0.09,752.0,17.0
KXNBAGAME-26MAR25SASMEM,6h,1774461600,included,1774461600.0,0.0,0.07500000000000001,0.07,0.08,0.009999999999999995,0.08,16132.0,39.0
KXNBAGAME-26MAR25SASMEM,1h,1774479600,included,1774479600.0,0.0,0.07500000000000001,0.07,0.08,0.009999999999999995,0.08,89333.0,54.0
KXNBAGAME-26MAR25SASMEM,5m,1774482900,included,1774482900.0,0.0,0.07500000000000001,0.07,0.08,0.009999999999999995,0.08,1090370.0,59.0
KXNBAGAME-26MAR25WASUTA,24h,1774400400,bar_too_old,,180.0,,,,,,,
KXNBAGAME-26MAR25WASUTA,6h,1774465200,included,1774465200.0,0.0,0.62,0.61,0.63,0.020000000000000018,0.63,5911.0,27.0
KXNBAGAME-26MAR25WASUTA,1h,1774483200,included,1774483200.0,0.0,0.595,0.59,0.6,0.010000000000000009,0.6,14749.0,51.0
KXNBAGAME-26MAR25WASUTA,5m,1774486500,included,1774486500.0,0.0,0.595,0.59,0.6,0.010000000000000009,0.6,29086.0,56.0
KXNBAGAME-26MAR25HOUMIN,24h,1774402200,bar_too_old,,180.0,,,,,,,
KXNBAGAME-26MAR25HOUMIN,6h,1774467000,included,1774467000.0,0.0,0.45999999999999996,0.45,0.47,0.019999999999999962,0.47,17548.0,43.0
KXNBAGAME-26MAR25HOUMIN,1h,1774485000,included,1774485000.0,0.0,0.46499999999999997,0.46,0.47,0.009999999999999953,0.47,33359.0,58.0
KXNBAGAME-26MAR25HOUMIN,5m,1774488300,included,1774488300.0,0.0,0.46499999999999997,0.46,0.47,0.009999999999999953,0.47,36997.0,60.0
KXNBAGAME-26MAR25BKNGSW,24h,1774404000,included,1774404000.0,0.0,0.84,0.83,0.85,0.020000000000000018,,139.0,4.0
KXNBAGAME-26MAR25BKNGSW,6h,1774468800,included,1774468800.0,0.0,0.845,0.84,0.85,0.010000000000000009,,5509.0,21.0
KXNBAGAME-26MAR25BKNGSW,1h,1774486800,included,1774486800.0,0.0,0.845,0.84,0.85,0.010000000000000009,0.84,62894.0,47.0
KXNBAGAME-26MAR25BKNGSW,5m,1774490100,included,1774490100.0,0.0,0.845,0.84,0.85,0.010000000000000009,0.85,86850.0,49.0
KXNBAGAME-26MAR25DALDEN,24h,1774404000,included,1774404000.0,0.0,0.88,0.87,0.89,0.020000000000000018,,509.0,4.0
KXNBAGAME-26MAR25DALDEN,6h,1774468800,included,1774468800.0,0.0,0.845,0.84,0.85,0.010000000000000009,0.85,5762.0,29.0
KXNBAGAME-26MAR25DALDEN,1h,1774486800,included,1774486740.0,60.0,0.845,0.84,0.85,0.010000000000000009,0.85,23128.0,41.0
KXNBAGAME-26MAR25DALDEN,5m,1774490100,included,1774490100.0,0.0,0.845,0.84,0.85,0.010000000000000009,0.85,65705.0,50.0
KXNBAGAME-26MAR25MILPOR,24h,1774404000,included,1774404000.0,0.0,0.84,0.83,0.85,0.020000000000000018,0.85,1907.0,7.0
KXNBAGAME-26MAR25MILPOR,6h,1774468800,included,1774468800.0,0.0,0.86,0.85,0.87,0.020000000000000018,0.86,2192.0,17.0
KXNBAGAME-26MAR25MILPOR,1h,1774486800,included,1774486800.0,0.0,0.885,0.88,0.89,0.010000000000000009,0.89,86992.0,30.0
KXNBAGAME-26MAR25MILPOR,5m,1774490100,included,1774490100.0,0.0,0.895,0.89,0.9,0.010000000000000009,,107291.0,43.0
KXNBAGAME-26MAR25TORLAC,24h,1774405800,included,1774405800.0,0.0,0.615,0.61,0.62,0.010000000000000009,,425.0,10.0
KXNBAGAME-26MAR25TORLAC,6h,1774470600,included,1774470600.0,0.0,0.625,0.62,0.63,0.010000000000000009,0.63,14361.0,25.0
KXNBAGAME-26MAR25TORLAC,1h,1774488600,included,1774488600.0,0.0,0.615,0.61,0.62,0.010000000000000009,0.62,20038.0,48.0
KXNBAGAME-26MAR25TORLAC,5m,1774491900,included,1774491900.0,0.0,0.615,0.61,0.62,0.010000000000000009,0.62,88719.0,58.0
KXNBAGAME-26MAR26NOPDET,24h,1774479600,included,1774479600.0,0.0,0.65,0.64,0.66,0.020000000000000018,,462.0,8.0
KXNBAGAME-26MAR26NOPDET,6h,1774544400,included,1774544400.0,0.0,0.635,0.63,0.64,0.010000000000000009,0.64,31544.0,56.0
KXNBAGAME-26MAR26NOPDET,1h,1774562400,included,1774562400.0,0.0,0.645,0.64,0.65,0.010000000000000009,0.65,125052.0,60.0
KXNBAGAME-26MAR26NOPDET,5m,1774565700,included,1774565700.0,0.0,0.665,0.66,0.67,0.010000000000000009,0.67,184868.0,60.0
KXNBAGAME-26MAR26NYKCHA,24h,1774479600,bar_too_old,,180.0,,,,,,,
KXNBAGAME-26MAR26NYKCHA,6h,1774544400,included,1774544400.0,0.0,0.525,0.52,0.53,0.010000000000000009,0.53,23043.0,49.0
KXNBAGAME-26MAR26NYKCHA,1h,1774562400,included,1774562400.0,0.0,0.545,0.54,0.55,0.010000000000000009,0.55,85113.0,58.0
KXNBAGAME-26MAR26NYKCHA,5m,1774565700,included,1774565700.0,0.0,0.555,0.55,0.56,0.010000000000000009,0.56,129824.0,60.0
KXNBAGAME-26MAR26SACORL,24h,1774479600,included,1774479540.0,60.0,0.895,0.89,0.9,0.010000000000000009,,383.0,5.0
KXNBAGAME-26MAR26SACORL,6h,1774544400,included,1774544400.0,0.0,0.905,0.9,0.91,0.010000000000000009,0.9,6309.0,38.0
KXNBAGAME-26MAR26SACORL,1h,1774562400,included,1774562400.0,0.0,0.905,0.9,0.91,0.010000000000000009,0.91,21847.0,38.0
KXNBAGAME-26MAR26SACORL,5m,1774565700,included,1774565700.0,0.0,0.905,0.9,0.91,0.010000000000000009,0.91,119273.0,50.0
KXNBAGAME-26MAR27LACIND,24h,1774566000,included,1774565880.0,120.0,0.215,0.21,0.22,0.010000000000000009,0.21,498.0,10.0
KXNBAGAME-26MAR27LACIND,6h,1774630800,included,1774630800.0,0.0,0.225,0.22,0.23,0.010000000000000009,,585.0,21.0
KXNBAGAME-26MAR27LACIND,1h,1774648800,included,1774648800.0,0.0,0.215,0.21,0.22,0.010000000000000009,0.21,8474.0,34.0
KXNBAGAME-26MAR27LACIND,5m,1774652100,included,1774652100.0,0.0,0.215,0.21,0.22,0.010000000000000009,0.22,17333.0,53.0
KXNBAGAME-26MAR27ATLBOS,24h,1774567800,included,1774567740.0,60.0,0.685,0.68,0.69,0.009999999999999898,0.69,4147.0,38.0
KXNBAGAME-26MAR27ATLBOS,6h,1774632600,included,1774632600.0,0.0,0.655,0.65,0.66,0.010000000000000009,0.66,21956.0,56.0
KXNBAGAME-26MAR27ATLBOS,1h,1774650600,included,1774650600.0,0.0,0.675,0.67,0.68,0.010000000000000009,0.68,41971.0,59.0
KXNBAGAME-26MAR27ATLBOS,5m,1774653900,included,1774653900.0,0.0,0.665,0.66,0.67,0.010000000000000009,0.67,166510.0,59.0
KXNBAGAME-26MAR27MIACLE,24h,1774567800,included,1774567800.0,0.0,0.635,0.63,0.64,0.010000000000000009,0.64,1890.0,19.0
KXNBAGAME-26MAR27MIACLE,6h,1774632600,included,1774632600.0,0.0,0.665,0.66,0.67,0.010000000000000009,0.67,5894.0,38.0
KXNBAGAME-26MAR27MIACLE,1h,1774650600,included,1774650600.0,0.0,0.675,0.67,0.68,0.010000000000000009,0.68,142626.0,54.0
KXNBAGAME-26MAR27MIACLE,5m,1774653900,included,1774653900.0,0.0,0.675,0.67,0.68,0.010000000000000009,0.68,50916.0,55.0
KXNBAGAME-26MAR27CHIOKC,24h,1774569600,included,1774569600.0,0.0,0.945,0.94,0.95,0.010000000000000009,,111.0,5.0
KXNBAGAME-26MAR27CHIOKC,6h,1774634400,included,1774634340.0,60.0,0.95,0.94,0.96,0.020000000000000018,0.96,91130.0,24.0
KXNBAGAME-26MAR27CHIOKC,1h,1774652400,included,1774652400.0,0.0,0.945,0.94,0.95,0.010000000000000009,,32314.0,41.0
KXNBAGAME-26MAR27CHIOKC,5m,1774655700,included,1774655700.0,0.0,0.945,0.94,0.95,0.010000000000000009,0.95,33050.0,44.0
KXNBAGAME-26MAR27HOUMEM,24h,1774569600,included,1774569600.0,0.0,0.11499999999999999,0.11,0.12,0.009999999999999995,0.12,511.0,7.0
KXNBAGAME-26MAR27HOUMEM,6h,1774634400,included,1774634400.0,0.0,0.125,0.12,0.13,0.010000000000000009,0.13,1319.0,13.0
KXNBAGAME-26MAR27HOUMEM,1h,1774652400,included,1774652400.0,0.0,0.11499999999999999,0.11,0.12,0.009999999999999995,0.12,8750.0,46.0
KXNBAGAME-26MAR27HOUMEM,5m,1774655700,included,1774655700.0,0.0,0.11499999999999999,0.11,0.12,0.009999999999999995,0.12,19187.0,50.0
KXNBAGAME-26MAR27NOPTOR,24h,1774571400,bar_too_old,,300.0,,,,,,,
KXNBAGAME-26MAR27NOPTOR,6h,1774636200,included,1774636200.0,0.0,0.765,0.76,0.77,0.010000000000000009,0.77,4413.0,27.0
KXNBAGAME-26MAR27NOPTOR,1h,1774654200,included,1774654200.0,0.0,0.755,0.75,0.76,0.010000000000000009,0.76,26274.0,37.0
KXNBAGAME-26MAR27NOPTOR,5m,1774657500,included,1774657500.0,0.0,0.755,0.75,0.76,0.010000000000000009,0.75,22100.0,42.0
KXNBAGAME-26MAR27UTADEN,24h,1774573200,bar_too_old,,180.0,,,,,,,
KXNBAGAME-26MAR27UTADEN,6h,1774638000,included,1774638000.0,0.0,0.935,0.93,0.94,0.009999999999999898,,516.0,17.0
KXNBAGAME-26MAR27UTADEN,1h,1774656000,included,1774656000.0,0.0,0.945,0.94,0.95,0.010000000000000009,,1149.0,22.0
KXNBAGAME-26MAR27UTADEN,5m,1774659300,included,1774659300.0,0.0,0.955,0.95,0.96,0.010000000000000009,,8263.0,30.0
KXNBAGAME-26MAR27DALPOR,24h,1774576800,included,1774576800.0,0.0,0.785,0.78,0.79,0.010000000000000009,,61.0,6.0
KXNBAGAME-26MAR27DALPOR,6h,1774641600,included,1774641600.0,0.0,0.805,0.8,0.81,0.010000000000000009,0.81,3299.0,17.0
KXNBAGAME-26MAR27DALPOR,1h,1774659600,included,1774659600.0,0.0,0.815,0.81,0.82,0.009999999999999898,,10471.0,19.0
KXNBAGAME-26MAR27DALPOR,5m,1774662900,included,1774662900.0,0.0,0.815,0.81,0.82,0.009999999999999898,0.82,14842.0,35.0
KXNBAGAME-26MAR27WASGSW,24h,1774576800,included,1774576680.0,120.0,0.865,0.86,0.87,0.010000000000000009,,1403.0,7.0
KXNBAGAME-26MAR27WASGSW,6h,1774641600,included,1774641600.0,0.0,0.885,0.88,0.89,0.010000000000000009,0.88,648.0,12.0
KXNBAGAME-26MAR27WASGSW,1h,1774659600,included,1774659540.0,60.0,0.865,0.86,0.87,0.010000000000000009,,7567.0,22.0
KXNBAGAME-26MAR27WASGSW,5m,1774662900,included,1774662900.0,0.0,0.865,0.86,0.87,0.010000000000000009,0.87,8202.0,41.0
KXNBAGAME-26MAR27BKNLAL,24h,1774578600,included,1774578480.0,120.0,0.935,0.93,0.94,0.009999999999999898,,22012.0,14.0
KXNBAGAME-26MAR27BKNLAL,6h,1774643400,included,1774643400.0,0.0,0.935,0.93,0.94,0.009999999999999898,,59895.0,11.0
KXNBAGAME-26MAR27BKNLAL,1h,1774661400,included,1774661400.0,0.0,0.945,0.94,0.95,0.010000000000000009,0.95,29850.0,23.0
KXNBAGAME-26MAR27BKNLAL,5m,1774664700,included,1774664700.0,0.0,0.945,0.94,0.95,0.010000000000000009,0.95,39249.0,52.0
KXNBAGAME-26MAR28SASMIL,24h,1774638000,included,1774637880.0,120.0,0.08,0.07,0.09,0.01999999999999999,,794.0,5.0
KXNBAGAME-26MAR28SASMIL,6h,1774702800,included,1774702800.0,0.0,0.055,0.05,0.06,0.009999999999999995,0.06,10774.0,45.0
KXNBAGAME-26MAR28SASMIL,1h,1774720800,included,1774720800.0,0.0,0.065,0.06,0.07,0.010000000000000009,0.07,64743.0,57.0
KXNBAGAME-26MAR28SASMIL,5m,1774724100,included,1774724100.0,0.0,0.065,0.06,0.07,0.010000000000000009,0.07,134885.0,60.0
KXNBAGAME-26MAR28DETMIN,24h,1774647000,included,1774647000.0,0.0,0.48,0.47,0.49,0.020000000000000018,0.47,10682.0,11.0
KXNBAGAME-26MAR28DETMIN,6h,1774711800,included,1774711800.0,0.0,0.475,0.47,0.48,0.010000000000000009,0.49,23981.0,55.0
KXNBAGAME-26MAR28DETMIN,1h,1774729800,included,1774729800.0,0.0,0.46499999999999997,0.46,0.47,0.009999999999999953,0.47,40817.0,60.0
KXNBAGAME-26MAR28DETMIN,5m,1774733100,included,1774733100.0,0.0,0.46499999999999997,0.46,0.47,0.009999999999999953,0.47,150151.0,60.0
KXNBAGAME-26MAR28PHICHA,24h,1774648800,bar_too_old,,660.0,,,,,,,
KXNBAGAME-26MAR28PHICHA,6h,1774713600,included,1774713600.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,10925.0,46.0
KXNBAGAME-26MAR28PHICHA,1h,1774731600,included,1774731600.0,0.0,0.695,0.69,0.7,0.010000000000000009,0.7,41661.0,57.0
KXNBAGAME-26MAR28PHICHA,5m,1774734900,included,1774734900.0,0.0,0.685,0.68,0.69,0.009999999999999898,0.69,44098.0,58.0
KXNBAGAME-26MAR28SACATL,24h,1774654200,included,1774654080.0,120.0,0.885,0.88,0.89,0.010000000000000009,,5579.0,6.0
KXNBAGAME-26MAR28SACATL,6h,1774719000,included,1774719000.0,0.0,0.885,0.88,0.89,0.010000000000000009,,5614.0,27.0
KXNBAGAME-26MAR28SACATL,1h,1774737000,included,1774737000.0,0.0,0.875,0.87,0.88,0.010000000000000009,,213513.0,45.0
KXNBAGAME-26MAR28SACATL,5m,1774740300,included,1774740300.0,0.0,0.865,0.86,0.87,0.010000000000000009,0.87,25852.0,54.0
KXNBAGAME-26MAR28CHIMEM,24h,1774656000,bar_too_old,,900.0,,,,,,,
KXNBAGAME-26MAR28CHIMEM,6h,1774720800,included,1774720800.0,0.0,0.375,0.37,0.38,0.010000000000000009,,2769.0,29.0
KXNBAGAME-26MAR28CHIMEM,1h,1774738800,included,1774738800.0,0.0,0.355,0.35,0.36,0.010000000000000009,0.36,10952.0,39.0
KXNBAGAME-26MAR28CHIMEM,5m,1774742100,included,1774742100.0,0.0,0.355,0.35,0.36,0.010000000000000009,0.36,32929.0,47.0
KXNBAGAME-26MAR28UTAPHX,24h,1774663200,bar_too_old,,180.0,,,,,,,
KXNBAGAME-26MAR28UTAPHX,6h,1774728000,included,1774728000.0,0.0,0.925,0.92,0.93,0.010000000000000009,0.93,10511.0,20.0
KXNBAGAME-26MAR28UTAPHX,1h,1774746000,included,1774746000.0,0.0,0.925,0.92,0.93,0.010000000000000009,0.93,12564.0,47.0
KXNBAGAME-26MAR28UTAPHX,5m,1774749300,included,1774749300.0,0.0,0.925,0.92,0.93,0.010000000000000009,0.93,63379.0,47.0
KXNBAGAME-26MAR29LACMIL,24h,1774726200,included,1774726200.0,0.0,0.14500000000000002,0.13,0.16,0.03,,107.0,3.0
KXNBAGAME-26MAR29LACMIL,6h,1774791000,included,1774791000.0,0.0,0.125,0.12,0.13,0.010000000000000009,,5827.0,24.0
KXNBAGAME-26MAR29LACMIL,1h,1774809000,included,1774809000.0,0.0,0.095,0.09,0.1,0.010000000000000009,0.1,33774.0,56.0
KXNBAGAME-26MAR29LACMIL,5m,1774812300,included,1774812300.0,0.0,0.08499999999999999,0.08,0.09,0.009999999999999995,0.09,154559.0,59.0
KXNBAGAME-26MAR29MIAIND,24h,1774731600,included,1774731600.0,0.0,0.22999999999999998,0.22,0.24,0.01999999999999999,,23.0,2.0
KXNBAGAME-26MAR29MIAIND,6h,1774796400,included,1774796400.0,0.0,0.225,0.22,0.23,0.010000000000000009,,1124.0,23.0
KXNBAGAME-26MAR29MIAIND,1h,1774814400,included,1774814400.0,0.0,0.25,0.24,0.26,0.020000000000000018,0.25,13194.0,44.0
KXNBAGAME-26MAR29MIAIND,5m,1774817700,included,1774817700.0,0.0,0.245,0.24,0.25,0.010000000000000009,0.25,29916.0,51.0
KXNBAGAME-26MAR29BOSCHA,24h,1774735200,included,1774735140.0,60.0,0.53,0.52,0.54,0.020000000000000018,,1422.0,10.0
KXNBAGAME-26MAR29BOSCHA,6h,1774800000,included,1774800000.0,0.0,0.515,0.51,0.52,0.010000000000000009,,17415.0,50.0
KXNBAGAME-26MAR29BOSCHA,1h,1774818000,included,1774818000.0,0.0,0.555,0.55,0.56,0.010000000000000009,0.56,74608.0,57.0
KXNBAGAME-26MAR29BOSCHA,5m,1774821300,included,1774821300.0,0.0,0.555,0.55,0.56,0.010000000000000009,0.56,486224.0,60.0
KXNBAGAME-26MAR29ORLTOR,24h,1774735200,included,1774735140.0,60.0,0.575,0.57,0.58,0.010000000000000009,0.58,57.0,6.0
KXNBAGAME-26MAR29ORLTOR,6h,1774800000,included,1774800000.0,0.0,0.555,0.55,0.56,0.010000000000000009,,4825.0,35.0
KXNBAGAME-26MAR29ORLTOR,1h,1774818000,included,1774818000.0,0.0,0.555,0.55,0.56,0.010000000000000009,0.56,25778.0,53.0
KXNBAGAME-26MAR29ORLTOR,5m,1774821300,included,1774821300.0,0.0,0.525,0.52,0.53,0.010000000000000009,0.53,115024.0,59.0
KXNBAGAME-26MAR29SACBKN,24h,1774735200,bar_too_old,,1200.0,,,,,,,
KXNBAGAME-26MAR29SACBKN,6h,1774800000,included,1774800000.0,0.0,0.485,0.48,0.49,0.010000000000000009,0.49,1062.0,26.0
KXNBAGAME-26MAR29SACBKN,1h,1774818000,included,1774818000.0,0.0,0.535,0.53,0.54,0.010000000000000009,0.54,18360.0,44.0
KXNBAGAME-26MAR29SACBKN,5m,1774821300,included,1774821300.0,0.0,0.525,0.52,0.53,0.010000000000000009,0.53,39671.0,58.0
KXNBAGAME-26MAR29WASPOR,24h,1774735200,included,1774735080.0,120.0,0.915,0.91,0.92,0.010000000000000009,0.92,4.0,1.0
KXNBAGAME-26MAR29WASPOR,6h,1774800000,included,1774799880.0,120.0,0.915,0.91,0.92,0.010000000000000009,,898.0,26.0
KXNBAGAME-26MAR29WASPOR,1h,1774818000,included,1774818000.0,0.0,0.925,0.92,0.93,0.010000000000000009,,6974.0,28.0
KXNBAGAME-26MAR29WASPOR,5m,1774821300,included,1774821300.0,0.0,0.925,0.92,0.93,0.010000000000000009,,80020.0,40.0
KXNBAGAME-26MAR29HOUNOP,24h,1774738800,included,1774738740.0,60.0,0.33,0.32,0.34,0.020000000000000018,,39.0,3.0
KXNBAGAME-26MAR29HOUNOP,6h,1774803600,included,1774803600.0,0.0,0.325,0.32,0.33,0.010000000000000009,,448.0,12.0
KXNBAGAME-26MAR29HOUNOP,1h,1774821600,included,1774821600.0,0.0,0.305,0.3,0.31,0.010000000000000009,0.31,3530.0,40.0
KXNBAGAME-26MAR29HOUNOP,5m,1774824900,included,1774824900.0,0.0,0.315,0.31,0.32,0.010000000000000009,0.32,5433.0,44.0
KXNBAGAME-26MAR29NYKOKC,24h,1774740600,bar_too_old,,300.0,,,,,,,
KXNBAGAME-26MAR29NYKOKC,6h,1774805400,included,1774805400.0,0.0,0.765,0.76,0.77,0.010000000000000009,,5302.0,40.0
KXNBAGAME-26MAR29NYKOKC,1h,1774823400,included,1774823400.0,0.0,0.755,0.75,0.76,0.010000000000000009,0.76,92849.0,59.0
KXNBAGAME-26MAR29NYKOKC,5m,1774826700,included,1774826700.0,0.0,0.755,0.75,0.76,0.010000000000000009,0.76,120961.0,57.0
KXNBAGAME-26MAR29GSWDEN,24h,1774749600,included,1774749540.0,60.0,0.845,0.84,0.85,0.010000000000000009,,1077.0,5.0
KXNBAGAME-26MAR29GSWDEN,6h,1774814400,included,1774814340.0,60.0,0.855,0.85,0.86,0.010000000000000009,0.86,4170.0,31.0
